ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL2095194,Coagulation factor VII/tissue factor,P08709|P13726,PROTEIN COMPLEX,Homo sapiens,623,738,9606,FALSE
CHEMBL2929,Subtilisin/kexin type 9,Q8NBP7,SINGLE PROTEIN,Homo sapiens,205,321,9606,FALSE
CHEMBL1968,Epoxide hydrolase 1,P07099,SINGLE PROTEIN,Homo sapiens,533,643,9606,FALSE
CHEMBL3418,Nicastrin,Q92542,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL1808,Angiotensin-converting enzyme,P12821,SINGLE PROTEIN,Homo sapiens,1038,1359,9606,FALSE
CHEMBL3351190,Hepatocyte growth factor activator,Q04756,SINGLE PROTEIN,Homo sapiens,128,149,9606,FALSE
CHEMBL3886062,Cytosolic carboxypeptidase 2,Q5U5Z8,SINGLE PROTEIN,Homo sapiens,4,9,9606,FALSE
CHEMBL3232682,Ubiquitin carboxyl-terminal hydrolase 20,Q9Y2K6,SINGLE PROTEIN,Homo sapiens,7,11,9606,FALSE
CHEMBL1909484,Sentrin-specific protease 1,Q9P0U3,SINGLE PROTEIN,Homo sapiens,353,551,9606,FALSE
CHEMBL5939,Endoplasmic reticulum aminopeptidase 1,Q9NZ08,SINGLE PROTEIN,Homo sapiens,428,545,9606,FALSE
CHEMBL2641,Kallikrein 14,Q9P0G3,SINGLE PROTEIN,Homo sapiens,72,94,9606,FALSE
CHEMBL3891,Calpain 1,P07384,SINGLE PROTEIN,Homo sapiens,976,1264,9606,FALSE
CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Q93009,SINGLE PROTEIN,Homo sapiens,317,472,9606,FALSE
CHEMBL5731,Complement factor B,P00751,SINGLE PROTEIN,Homo sapiens,87,156,9606,FALSE
CHEMBL2820,Coagulation factor XI,P03951,SINGLE PROTEIN,Homo sapiens,1265,1617,9606,FALSE
CHEMBL5030,ADAM12,O43184,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL1795087,Ubiquitin carboxyl-terminal hydrolase 1,O94782,SINGLE PROTEIN,Homo sapiens,22318,22552,9606,FALSE
CHEMBL3159,Trypsin II,P07478,SINGLE PROTEIN,Homo sapiens,14,14,9606,FALSE
CHEMBL4523996,PCSK9/LDLR,Q8NBP7|P01130,PROTEIN-PROTEIN INTERACTION,Homo sapiens,105,126,9606,FALSE
CHEMBL332,Matrix metalloproteinase-1,P03956,SINGLE PROTEIN,Homo sapiens,5330,6897,9606,FALSE
CHEMBL280,Matrix metalloproteinase 13,P45452,SINGLE PROTEIN,Homo sapiens,3196,3987,9606,FALSE
CHEMBL5916,Membrane-bound transcription factor site-1 protease,Q14703,SINGLE PROTEIN,Homo sapiens,35,35,9606,FALSE
CHEMBL2581,Cathepsin D,P07339,SINGLE PROTEIN,Homo sapiens,2880,3166,9606,FALSE
CHEMBL4822,Beta-secretase 1,P56817,SINGLE PROTEIN,Homo sapiens,9728,15430,9606,FALSE
CHEMBL2000,Plasma kallikrein,P03952,SINGLE PROTEIN,Homo sapiens,1525,1715,9606,FALSE
CHEMBL2273,Caspase-9,P55211,SINGLE PROTEIN,Homo sapiens,143,154,9606,FALSE
CHEMBL4072,Cathepsin B,P07858,SINGLE PROTEIN,Homo sapiens,2843,3670,9606,FALSE
CHEMBL2285,ADAMTS5,Q9UNA0,SINGLE PROTEIN,Homo sapiens,619,699,9606,FALSE
CHEMBL2252,Dipeptidyl peptidase I,P53634,SINGLE PROTEIN,Homo sapiens,874,1234,9606,FALSE
CHEMBL3837,Cathepsin L,P07711,SINGLE PROTEIN,Homo sapiens,3168,3685,9606,FALSE
CHEMBL244,Coagulation factor X,P00742,SINGLE PROTEIN,Homo sapiens,7427,9547,9606,FALSE
CHEMBL4791,Endothelin-converting enzyme 1,P42892,SINGLE PROTEIN,Homo sapiens,526,674,9606,FALSE
CHEMBL204,Thrombin,P00734,SINGLE PROTEIN,Homo sapiens,8879,10654,9606,FALSE
CHEMBL268,Cathepsin K,P43235,SINGLE PROTEIN,Homo sapiens,2469,2917,9606,FALSE
CHEMBL284,Dipeptidyl peptidase IV,P27487,SINGLE PROTEIN,Homo sapiens,5253,6861,9606,FALSE
CHEMBL2094135,Gamma-secretase,Q96BI3|Q9NZ42|Q8WW43|P49768|Q92542|P49810,PROTEIN COMPLEX,Homo sapiens,2853,4895,9606,FALSE
CHEMBL3869,Matrix metalloproteinase 14,P50281,SINGLE PROTEIN,Homo sapiens,1285,1512,9606,FALSE
CHEMBL2334,Caspase-3,P42574,SINGLE PROTEIN,Homo sapiens,2887,3582,9606,FALSE
CHEMBL4618,Leukotriene A4 hydrolase,P09960,SINGLE PROTEIN,Homo sapiens,780,1441,9606,FALSE
